text,sentiment
like style wear anywhere anytime still turn headsbeen see picture ppls fave lacey clothe wear dont shake body anyhow otherwise youll hear praaa,1
time last year algebra nyash last jacuzzi party never forget soft pon,2
nation,1
wmg let let win go follow vote commentand dont forget retweet,2
emmarose,1
give dem,1
team thank work put may god crown efforts success sunday,2
koyode dont stupid,0
mean say someone hottie hot cake,0
go vote guy use link,1
shade beauty,1
enjoy baby life soft move forward jesus name,2
dj put vibes repeat please,1
difficult season predict last three seasonswhether white money winsit battle year,0
shes worth energy tbh person evict early days bbn compare liquor wow shes chase clout use roses name foolish woman,2
last jacuzzi friday party,1
part micbeach partyhow friday go,1
way jump bed hear s song,1
omg song play house excitement face pricelessam emotional right,2
tomorrows appreciation tweet grace screen haters join give yall something run loose mouth,0
na almost everybody house sing hmmm like na criteriamake drop track apply next year then song play,1
s song come,1
thankyou hype accordingly dj thankyou play song,1
shippers didnt abandon i love yall,2
proud,2
first name star,2
play baby song wowthanks,1
big brother take long play s songwaited till last week,0
awwwww s song finally,1
awwnnm,1
would decide spend min instagram end spend hours page watch smile dance talk addictive,2
awww s song nice,2
drop song,1
cant forget day ah,1
get dance,1
come dance like man without bang body show win someone dance better na ment,2
please dont sleep yet ooooe like say dem wan run us street,0
look soooooo good,2
im igbo mehn love igbo music much,2
continue make proud baby less hours go,2
s heart pure wm thats truewatch see say video,2
beauty,1
point im ready ship percros right crosper welcome captain safe sail now premium ship,2
guy babe win sunday roll floor worship god put god centre everything hes go take full charge lions roar win million,2
fanbase kissstarved whole week decide pour frustrations fake agendahow stupid,0
part micbeach partyhow friday go,1
dis senseless post see internet guy avoid monday friday even disguise get vote us say dont stand chancethe thunder fire guy post anything today,1
swear interest type fan love,2
okyyyy pause see beauty lips eye follow igtwitter,1
anything happen sunday emirates yall real mvps least wherever whichever percentage get singlehandedly achieve emirates,0
first person guess correctly would win special goody bag lush hair winners would announce mondaythis video bring,2
buhari ban twitter nigeria big brother nigeria dead year even start,0
exactly thing,2
guy let go follow,1
follow,1
lose count total vote moneyna social distance vote poll sunday go chokethe money white,2
annoy okay indifferent dislike surprise,2
much love rise,2
black load,0
hear miss point even play songi go,1
jacuzzi party ongoing,1
awww baby go distance isnt bad,0
peace easily prettiest girl season,2
bring back faith idea proper game play still exist take far big brother gamei miss thissalute general salute,0
even guy confuse ok move smart,2
emmarose,1
season im glad choose im glad vote give premium contenthe give best diary sessionskingof president,2
guy edit dont want apologise,1
lockdown top jacuzzi party still remain best cap,2
act like im ok lowkey miss release ijn people would shout,2
meet say hope fine vote ooo baby love muchwe ship white,2
im happy support sweetest fan base im enjoy go bless go,2
want specially thank haters yall dont know much motivate us especially night space create talk shit hima big shout guy yall real mvps,2
give twitter see make mistake ignoresorry theres edit buttoni post speed light try catch faves,2
biscuit smarter wouldnt sell wildcard purposegetauttttttttt see whos call finalist smart respond behalf call us toxic,2
hot cake,2
tune jacuzzi party party jb money,1
restore default settings come must maintain private life especially come relationship thank shippers show us useless dis ship,0
season fan bark attack dog flood every tl like hungry kid beg attention amp sweets tweet kickboxing dance move favedj slow whynetheir fav,0
clearly hear defect visit doctor get worse,0
fine breath fine breath keep ring ears obviously prize im surprise hes active talented hms ever amp congratulations,2
big up everyone us support right day wasnt easy journey join along appreciate thank merci watch life,2
r wld say wish marry man like please curse,1
fav last season calm collect didnt much see bring indabosky dont ever regret streets slippery meehn soldier proud patriot patriots forever,2
worry winner announcementthe entertainment house tomorrow partyotherwise stress deal themi hardly watch week,0
e like enjoy drag fan,2
alexa play love nwantiti ckayyo,2
decerning spiritsee way always talk nice things even sing song sometimesto think outside time toomay god bless friendship amen,2
please dont give clout chase ignore im tire,1
want see mr black tonight,0
thank godbless everyone take ur time vote may ur hardwork sweat yield fruit turn victory come sunday,1
watch street quiet hold till come outdamn without,1
join space,1
go handle fans liquorlions let roarme roar win million naira president come sunday,2
always give random hug,0
fly girl,2
never forget patriots,1
clear vision goal easier take first step toward ithappy new month,2
let fun q leggo,2
real top faves season are,2
awww hubby,2
kitchen drama something else,1
know call lions wish know much love outside baby girl,2
roses hip hop move,1
yall channel anger please im tire want hype celebrate,0
wmg shuuuu vote end na una never still return oya make come vote poll,1
look good rise baby enjoy,2
housemates celebrate nigerias independence day,1
cant wait see percentage difference wm person follow sunday deserve king,1
part micbeach partyhow friday go,1
biscuit say smart,2
buy gift please let us forget full lorry toothpicks,2
win big brother season people cry foul playmake e happen abeg,2
winner abeg task announce,1
black affairare think think,0
please happen twitter fleet update cant find anymore shine ya eye kayode,1
girl could go far still bad associationbad association enjoy finalswhile bear consequences blamesits well lesson well learn,0
present mannequin represent,1
kitchen drama,1
emmarosekitchen buddies,1
crop,1
abeg task song put smile someones face part,2
present dress mannequin represent,1
baby,1
lick card cause game player bbn wouldnt happen without give grow up lot talk real hot girl st periodt,0
im glad support season may favour goodness god never depart king serve amp nations come ur aid the world ready great exploit,2
vote finish let try something vote win sunday disclaimer poll may far real outcome like retweet,2
win million come sunday mark tweet,2
abeg task song put smile someones face part,2
scream waaahahahahhahahahaha fool,1
omo people hate much im still shock someone go length destroy name irrelevant things like ship finalist status know nothing let love sunshine hearts cos gloomy,0
camera follow season winner money finally white dey breeet,1
